run,weeks,EU_cum_mUSD,EU_%quarter,EU_peak_%week,firms<99%_peak_%,cons_loss_cum_mUSD,cons_loss_peak_%,DEU_net_mUSD,DEU_delay_mUSD,DEU_net_deferrable_mUSD,DEU_gross_perishable_mUSD,NLD_net_mUSD,NLD_delay_mUSD,NLD_net_deferrable_mUSD,NLD_gross_perishable_mUSD,AUT_net_mUSD,AUT_delay_mUSD,AUT_net_deferrable_mUSD,AUT_gross_perishable_mUSD,FRA_net_mUSD,FRA_delay_mUSD,FRA_net_deferrable_mUSD,FRA_gross_perishable_mUSD,CHE_net_mUSD,CHE_delay_mUSD,CHE_net_deferrable_mUSD,CHE_gross_perishable_mUSD,BEL_net_mUSD,BEL_delay_mUSD,BEL_net_deferrable_mUSD,BEL_gross_perishable_mUSD,EU_net_mUSD,EU_delay_mUSD,EU_net_deferrable_mUSD,EU_gross_perishable_mUSD,DEU_cum_mUSD,DEU_%quarter,DEU_peak_%week,DEU_peak_week,DEU_loss_weeks,NLD_cum_mUSD,NLD_%quarter,NLD_peak_%week,NLD_peak_week,NLD_loss_weeks,AUT_cum_mUSD,AUT_%quarter,AUT_peak_%week,AUT_peak_week,AUT_loss_weeks,FRA_cum_mUSD,FRA_%quarter,FRA_peak_%week,FRA_peak_week,FRA_loss_weeks,CHE_cum_mUSD,CHE_%quarter,CHE_peak_%week,CHE_peak_week,CHE_loss_weeks,BEL_cum_mUSD,BEL_%quarter,BEL_peak_%week,BEL_peak_week,BEL_loss_weeks
2026_seed42_pool,35,4158.0,0.101,0.271,3.53,4068.0,0.184,3356.0,40.4,567.0,2789.0,200.0,10.9,158.0,42.0,93.0,0.4,6.0,87.0,72.0,2.0,28.0,44.0,3.0,0.1,2.0,1.0,29.0,1.2,15.0,14.0,3911.0,61.8,872.0,3038.0,3546.0,0.371,0.992,8,10,225.0,0.096,0.251,9,9,95.0,0.087,0.311,8,8,82.0,0.013,0.038,8,5,3.0,0.002,0.005,12,0,35.0,0.026,0.08,9,7
2026_seed42_pool_fc0910,39,9601.0,0.233,0.341,3.64,11180.0,0.41,8023.0,165.9,2578.0,5445.0,306.0,18.8,254.0,53.0,127.0,0.8,11.0,115.0,168.0,4.9,65.0,102.0,8.0,0.3,4.0,5.0,43.0,1.9,24.0,19.0,8945.0,203.8,3082.0,5863.0,8572.0,0.897,1.375,17,18,349.0,0.149,0.251,9,14,130.0,0.119,0.311,8,14,184.0,0.028,0.074,15,10,9.0,0.004,0.011,17,1,52.0,0.038,0.08,9,12
