# links whose baseline route crosses rhine_mainz_koblenz; definition: any
# built 2026-09-21T21:34:10 from EU_logistic_routes.pkl (modified 2026-09-17T09:24:01); stage fingerprint: {'hash': 'add769
# counts {'total': 5746, 'dry_bulk': 3583, 'liquid_bulk': 2124, 'container': 39}; matches the extraction of 17 Sep 2026: True
seller_id,buyer_id,cargo_type,n_routes
12410,3203,dry_bulk,1
12410,3206,dry_bulk,1
12410,3213,dry_bulk,1
12410,hh_113,dry_bulk,1
12410,hh_155,dry_bulk,1
12410,hh_158,dry_bulk,1
12410,hh_211,dry_bulk,1
12410,hh_212,dry_bulk,1
12410,hh_213,dry_bulk,1
12410,hh_214,dry_bulk,1
12410,hh_216,dry_bulk,1
12410,hh_220,dry_bulk,1
12410,hh_221,dry_bulk,1
12410,hh_226,dry_bulk,1
12410,hh_227,dry_bulk,1
12410,hh_241,dry_bulk,1
12411,3209,dry_bulk,1
12411,3218,dry_bulk,1
12411,3219,dry_bulk,1
12411,6297,dry_bulk,1
12411,6347,dry_bulk,1
12412,2726,dry_bulk,1
12413,3212,dry_bulk,1
12451,3355,liquid_bulk,1
12451,3357,liquid_bulk,1
12451,3358,liquid_bulk,1
12451,3359,liquid_bulk,1
12451,3363,liquid_bulk,1
12451,3371,liquid_bulk,1
12451,3385,liquid_bulk,1
12451,hh_113,liquid_bulk,1
12451,hh_211,liquid_bulk,1
12451,hh_212,liquid_bulk,1
12451,hh_213,liquid_bulk,1
12451,hh_214,liquid_bulk,1
12451,hh_215,liquid_bulk,1
12451,hh_219,liquid_bulk,1
12451,hh_220,liquid_bulk,1
12451,hh_226,liquid_bulk,1
12451,hh_227,liquid_bulk,1
12451,hh_241,liquid_bulk,1
12452,3356,liquid_bulk,1
12452,3360,liquid_bulk,1
12452,3364,liquid_bulk,1
12452,3365,liquid_bulk,1
12452,3370,liquid_bulk,1
12452,hh_216,liquid_bulk,1
12452,hh_221,liquid_bulk,1
12454,2135,container,1
12454,2362,container,1
12454,2846,container,1
1268,USA,dry_bulk,1
1269,USA,dry_bulk,1
1270,USA,dry_bulk,1
1271,USA,dry_bulk,1
12727,2736,liquid_bulk,1
12727,2741,liquid_bulk,1
12727,2810,liquid_bulk,1
12727,2811,liquid_bulk,1
12727,2815,liquid_bulk,1
12727,3341,liquid_bulk,1
12727,3342,liquid_bulk,1
12727,3346,liquid_bulk,1
12727,3380,liquid_bulk,1
12727,3383,liquid_bulk,1
12727,hh_114,liquid_bulk,1
12727,hh_115,liquid_bulk,1
12727,hh_236,liquid_bulk,1
12727,hh_239,liquid_bulk,1
12727,hh_240,liquid_bulk,1
12729,hh_211,dry_bulk,1
12729,hh_226,dry_bulk,1
12729,hh_227,dry_bulk,1
12729,hh_241,dry_bulk,1
12730,hh_113,liquid_bulk,1
12733,2602,dry_bulk,1
12733,2608,dry_bulk,1
12733,2623,dry_bulk,1
12733,hh_211,dry_bulk,1
12733,hh_226,dry_bulk,1
12733,hh_227,dry_bulk,1
12733,hh_241,dry_bulk,1
12781,2593,dry_bulk,1
12781,2595,dry_bulk,1
12781,2598,dry_bulk,1
12781,2601,dry_bulk,1
12781,2602,dry_bulk,1
12781,2609,dry_bulk,1
12781,2623,dry_bulk,1
12781,5860,dry_bulk,1
12781,hh_113,dry_bulk,1
12781,hh_140,dry_bulk,1
12781,hh_211,dry_bulk,1
12781,hh_212,dry_bulk,1
12781,hh_219,dry_bulk,1
12781,hh_227,dry_bulk,1
12781,hh_241,dry_bulk,1
12784,2828,dry_bulk,1
12784,2843,dry_bulk,1
12784,2846,dry_bulk,1
12784,2848,dry_bulk,1
12784,2855,dry_bulk,1
12784,2856,dry_bulk,1
12784,2861,dry_bulk,1
12784,2862,dry_bulk,1
12784,2863,dry_bulk,1
12784,2865,dry_bulk,1
12784,2872,dry_bulk,1
12784,2873,dry_bulk,1
12784,3281,dry_bulk,1
12784,3282,dry_bulk,1
12784,3284,dry_bulk,1
12784,3289,dry_bulk,1
12784,3295,dry_bulk,1
12784,3309,dry_bulk,1
12785,hh_211,dry_bulk,1
12785,hh_214,dry_bulk,1
12785,hh_216,dry_bulk,1
12785,hh_227,dry_bulk,1
12790,hh_212,liquid_bulk,1
12790,hh_215,liquid_bulk,1
12790,hh_216,liquid_bulk,1
12790,hh_220,liquid_bulk,1
12790,hh_221,liquid_bulk,1
12790,hh_226,liquid_bulk,1
12790,hh_227,liquid_bulk,1
12791,2135,container,1
12791,2366,container,1
12825,2738,liquid_bulk,1
12825,3356,liquid_bulk,1
12825,3364,liquid_bulk,1
12825,3365,liquid_bulk,1
12825,3370,liquid_bulk,1
12825,3385,liquid_bulk,1
12825,hh_113,liquid_bulk,1
12825,hh_212,liquid_bulk,1
12825,hh_214,liquid_bulk,1
12825,hh_220,liquid_bulk,1
12825,hh_221,liquid_bulk,1
12825,hh_226,liquid_bulk,1
12825,hh_241,liquid_bulk,1
12831,2736,liquid_bulk,1
12831,2741,liquid_bulk,1
12831,hh_114,liquid_bulk,1
12835,2735,liquid_bulk,1
12835,2738,liquid_bulk,1
12835,2742,liquid_bulk,1
12835,hh_113,liquid_bulk,1
12835,hh_211,liquid_bulk,1
12835,hh_215,liquid_bulk,1
12835,hh_221,liquid_bulk,1
12835,hh_226,liquid_bulk,1
12885,2135,container,1
12885,2362,container,1
12885,2366,container,1
12888,2828,container,1
12922,hh_220,dry_bulk,1
12922,hh_226,dry_bulk,1
12938,2354,container,1
12962,2739,liquid_bulk,1
12962,2746,liquid_bulk,1
12962,2811,liquid_bulk,1
12962,hh_114,liquid_bulk,1
12962,hh_115,liquid_bulk,1
12962,hh_234,liquid_bulk,1
12962,hh_236,liquid_bulk,1
12962,hh_239,liquid_bulk,1
12962,hh_240,liquid_bulk,1
12969,2354,container,1
12969,2355,container,1
12969,2356,container,1
12969,2366,container,1
12969,2828,container,1
1583,2593,dry_bulk,1
1583,2609,dry_bulk,1
1583,hh_220,dry_bulk,1
1598,3317,dry_bulk,1
1598,3326,dry_bulk,1
1598,3332,dry_bulk,1
1598,3333,dry_bulk,1
1598,3347,dry_bulk,1
1598,3469,dry_bulk,1
1598,3478,dry_bulk,1
1598,3484,dry_bulk,1
1598,3485,dry_bulk,1
1598,3499,dry_bulk,1
1604,2354,container,1
1643,2052,dry_bulk,1
1643,2089,dry_bulk,1
1643,2097,dry_bulk,1
1643,2112,dry_bulk,1
1651,2074,dry_bulk,1
1651,2621,dry_bulk,1
2031,0,dry_bulk,1
2031,2699,dry_bulk,1
2031,2861,dry_bulk,1
