date,kaub_cm,source
2018-10-27,31,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-10-28,29,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-10-29,33,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-10-30,52,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-10-31,59,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-01,54,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-02,59,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-03,56,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-04,55,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-05,54,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-06,45,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-07,42,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-08,42,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-09,38,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-10,39,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-11,43,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-12,45,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-13,46,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-14,50,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-15,46,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-16,44,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-17,40,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-18,34,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-19,32,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-20,32,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-21,32,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-22,30,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-23,32,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-24,28,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-25,30,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-26,30,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-27,30,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-28,30,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-29,30,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-11-30,32,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-01,34,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-02,37,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-03,60,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-04,119,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-05,160,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-06,179,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-07,162,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-08,139,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-09,142,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-10,158,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-11,176,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-12,205,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-13,198,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-14,177,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-15,161,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-16,150,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-17,133,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-18,122,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-19,118,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-20,115,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-21,121,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-22,141,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-23,166,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-24,257,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-25,333,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-26,379,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-27,384,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-28,339,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-29,287,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-30,250,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
2018-12-31,220,"BfG DGJ Wasserstaende Pegel Kaub 25700100, Kalenderjahr 2018 (Tageswerte = Tagesmittel), http://dgj-daten.bafg.de/Rhein/Kaub/25700100_WQ.pdf p.15, Stand 15.08.2021"
