date,kaub_cm,source
2026-06-15,129.2,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-16,120.4,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-17,114.9,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-18,107.9,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-19,108.7,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-20,106.0,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-21,104.4,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-22,105.6,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-23,104.4,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-24,97.8,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-25,87.1,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-26,84.0,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-27,81.4,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-28,80.6,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-29,80.1,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-06-30,86.3,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-01,91.0,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-02,101.8,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-03,109.8,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-04,120.9,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-05,117.2,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-06,108.1,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-07,100.1,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-08,86.1,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-09,78.5,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-10,70.9,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-11,62.1,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-12,57.9,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-13,53.7,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-14,46.9,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-15,41.7,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-16,44.8,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-17,53.4,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-18,65.3,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-19,78.2,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-20,84.0,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-21,81.7,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-22,70.7,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-23,58.9,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-24,47.9,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-25,41.1,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-26,38.4,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-27,33.5,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-28,29.0,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-29,28.6,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-30,28.6,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-07-31,26.8,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-01,29.6,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-02,28.7,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-03,27.0,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-04,25.0,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-05,20.2,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-06,20.3,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-07,24.2,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-08,25.7,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-09,21.1,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-10,16.5,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-11,14.6,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-12,11.3,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-13,11.9,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-14,8.1,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-15,8.1,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-16,6.7,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-17,6.4,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-18,12.0,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-19,13.9,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-20,34.8,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-21,44.6,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-22,37.0,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-23,44.6,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-24,67.8,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-25,72.0,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-26,65.4,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-27,60.0,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-28,60.6,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-29,70.5,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-30,72.4,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-08-31,72.9,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-09-01,68.1,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-09-02,59.2,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-09-03,51.1,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-09-04,42.8,"PEGELONLINE WSV long-term raw download (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/gast/stammdaten?pegelnr=25700100"
2026-09-05,38.1,"PEGELONLINE REST API measurements.json (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/webservices/rest-api/v2/stations/KAUB/W, fetched 2026-09-10 09:27"
2026-09-06,32.6,"PEGELONLINE REST API measurements.json (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/webservices/rest-api/v2/stations/KAUB/W, fetched 2026-09-10 09:27"
2026-09-07,32.8,"PEGELONLINE REST API measurements.json (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/webservices/rest-api/v2/stations/KAUB/W, fetched 2026-09-10 09:27"
2026-09-08,28.9,"PEGELONLINE REST API measurements.json (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/webservices/rest-api/v2/stations/KAUB/W, fetched 2026-09-10 09:27"
2026-09-09,25.9,"PEGELONLINE REST API measurements.json (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/webservices/rest-api/v2/stations/KAUB/W, fetched 2026-09-10 09:27"
2026-09-10,24.3,"PEGELONLINE REST API measurements.json (ungepruefte Rohdaten, DL-DE->Zero-2.0), daily mean of 15-min W values in legal time, https://www.pegelonline.wsv.de/webservices/rest-api/v2/stations/KAUB/W, fetched 2026-09-10 09:27 -- PARTIAL DAY (n=38 of 96 values, to 09:15)"
