,time_step,id,flow_total,flow_total_tons,flow_domestic_B2C_manufacturing,flow_domestic_B2C,flow_manufacturing,flow_domestic_B2B_manufacturing,flow_domestic_B2B,flow_domestic_B2C_agriculture,flow_agriculture,flow_import_B2C_imports,flow_import_B2C,flow_imports,flow_import_imports,flow_import,flow_domestic_B2B_agriculture,flow_domestic_B2B_mining,flow_mining,flow_export_manufacturing,flow_export,flow_export_mining,flow_export_agriculture
344,0,921,0.042179006571363344,66.02464278391093,0.004210270065634818,0.025991017474914016,0.017894950198454888,0.006339473625970763,0.00814630437374468,0.021780747409279197,0.023587578157053115,,,0.0006964782158553478,0.0006964782158553478,0.0006964782158553478,0.0018068307477739178,,,0.007345206506849306,0.007345206506849306,,
345,0,110,0.07988268533207106,117.79790086834447,,0.07735158974440236,6.852739726060102e-07,,0.0025304103136961067,0.07735158974440236,0.07988200005809847,,,,,,0.0025304103136961067,,,6.852739726060102e-07,6.852739726060102e-07,,
347,0,399,0.26803149589986636,423.2325426276092,0.004000477140896948,0.22331723110846097,0.006077913229399661,0.0020404460200095383,0.026837358212289657,0.21931675396756403,0.24414991476722367,0.017731353839389594,0.017731353839389594,0.017731353839389594,,,0.024744803950344414,5.2108241935700365e-05,7.231406385352322e-05,3.699006849317404e-05,0.00014555273972621802,2.0205821917822858e-05,8.835684931522112e-05
348,0,1290,0.18814881056779523,305.43464175926465,0.004000477140896948,0.14596564136405854,0.0060772279554270545,0.0020404460200095383,0.024306947898593546,0.1419651642231616,0.16426791470912508,0.017731353839389594,0.017731353839389594,0.017731353839389594,,,0.02221439363664831,5.2108241935700365e-05,7.231406385352322e-05,3.6304794520568034e-05,0.00014486746575361202,2.0205821917822858e-05,8.835684931522112e-05
349,0,1062,0.07216577437784115,113.34546788610756,0.006006684846035556,0.05340595592091741,0.006006684846035556,,0.005180091123853941,0.04739927107488185,0.052579362198735796,0.013579727333069828,0.013579727333069828,0.013579727333069828,,,0.005180091123853941,,,,,,
350,0,1218,0.07110954138276869,89.57827140462129,0.0027853105744765987,0.022316391093608,0.018383256122421806,,0.01556777881048144,0.019531080519131404,0.03509885932961285,0.017627425930734034,0.017627425930734034,0.017627425930734034,,,0.01556777881048144,,,0.015597945547945207,0.015597945547945207,,
351,0,1549,0.029757939355704133,44.95879201545252,0.0032213742715589567,0.02675000139616158,0.005972744477038412,,0.0002565677540630954,0.023528627124602627,0.023785194878665723,,,,,,0.0002565677540630954,,,0.002751370205479455,0.002751370205479455,,
353,0,561,0.20455044774761763,300.29382381813946,0.0027853105744765987,0.12168096815032886,0.01998231946167474,3.50191611707222e-05,0.033974540265530255,0.11889565757585226,0.15287625851532038,0.03162438693449813,0.03162438693449813,0.03162438693449813,,,0.03389224409015297,4.7277014206562584e-05,6.748283612438544e-05,0.01716198972602742,0.017270552397260466,2.0205821917822858e-05,8.835684931522112e-05
354,0,562,0.20742309734975276,305.38092875124767,0.0027853105744765987,0.124553617752464,0.01998231946167474,3.50191611707222e-05,0.033974540265530255,0.1217683071779874,0.1557489081174555,0.03162438693449813,0.03162438693449813,0.03162438693449813,,,0.03389224409015297,4.7277014206562584e-05,6.748283612438544e-05,0.01716198972602742,0.017270552397260466,2.0205821917822858e-05,8.835684931522112e-05
355,0,563,0.002872649602135132,5.087104933108234,,0.002872649602135132,,,,0.002872649602135132,0.002872649602135132,,,,,,,,,,,,
357,0,113,0.04702407681603139,35.8196994967841,0.002784634672253059,0.02721583484248838,0.002784634672253059,,0.016905846001992214,0.02443120017023532,0.04133704617222753,0.002902395971550807,0.002902395971550807,0.002902395971550807,,,0.016905846001992214,,,,,,
358,0,136,0.042337610577786976,27.52210154273447,0.002784634672253059,0.0225305021028646,0.002784634672253059,,0.016904712503371572,0.01974586743061154,0.03665057993398311,0.002902395971550807,0.002902395971550807,0.002902395971550807,,,0.016904712503371572,,,,,,
360,0,487,0.5302149315822807,854.5313078736684,0.0061129835111242686,0.27477532928384096,0.00935262254687955,0.003239639035755282,0.23730754402282236,0.2686623457727167,0.5027291136678324,0.01813205827561744,0.01813205827561744,0.01813205827561744,,,0.23406676789511557,1.1370919514942992e-06,1.1370919514942992e-06,,,,
361,0,513,0.39018319005237656,687.0053015794574,,0.17383903190986738,0.001972166258719367,0.001972166258719367,0.20394722620013236,0.17383903190986738,0.37581409185128045,0.012396931942376739,0.012396931942376739,0.012396931942376739,,,0.201975059941413,,,,,,
362,0,866,0.02782661285596906,37.7575633185868,,0.02367857835340087,0.000906649071679465,0.000906649071679465,0.004148034502568197,0.02367857835340087,0.026918826692338103,,,,,,0.0032402483389372383,1.1370919514942992e-06,1.1370919514942992e-06,,,,
363,0,114,0.10341530799906702,173.9209509501563,,0.09802906367022045,0.0001579224635955514,1.7580800339075308e-06,0.0008556139741703237,0.09802906367022045,0.09895504087542924,0.0042840550122105,0.0042840550122105,0.0042840550122105,,,0.0008355662463046803,1.8289647831735885e-05,1.8289647831735885e-05,0.00015616438356164385,0.0002465753424657534,,9.04109589041096e-05
364,0,117,0.09764237488922357,3382.6178418819427,,0.049767281476153995,0.0001579224635955514,1.7580800339075308e-06,0.0008373243263385878,0.049767281476153995,0.050693258681362784,0.010825782442895365,0.010825782442895365,0.010825782442895365,,,0.0008355662463046803,,0.035965411301369876,0.00015616438356164385,0.036211986643835625,0.035965411301369876,9.04109589041096e-05
365,0,718,0.022990260232768497,40.71288964607145,,0.022990260232768497,,,,0.022990260232768497,0.022990260232768497,,,,,,,,,,,,
366,0,115,0.07018897018852029,112.01837794821033,,0.06890376721049334,0.0001579224635955514,1.7580800339075308e-06,0.0010386276355611862,0.06890376721049334,0.07001275807709299,,,,,,0.0010185799076955428,1.8289647831735885e-05,1.8289647831735885e-05,0.00015616438356164385,0.0002465753424657534,,9.04109589041096e-05
367,0,1331,0.05064675269672164,89.68909584305285,,0.05046373903533078,,,0.00018301366139086256,0.05046373903533078,0.05064675269672164,,,,,,0.00018301366139086256,,,,,,
368,0,118,0.15325138123128856,166.47278314049004,,0.08851110753792366,0.05323096898264117,0.05307480459907953,0.05395715271556513,0.08851110753792366,0.08946557696548163,0.0028147439678712595,0.0028147439678712595,0.01053654563533403,0.007721801667462771,0.007721801667462771,0.0008640584686538626,1.8289647831735885e-05,1.8289647831735885e-05,0.00015616438356164385,0.0002465753424657534,,9.04109589041096e-05
369,0,676,0.00552233917835916,9.779375408559227,,0.00552233917835916,,,,0.00552233917835916,0.00552233917835916,,,,,,,,,,,,
370,0,116,0.08261221944964928,132.6632854674435,,0.08154164212678473,0.0001579224635955514,1.7580800339075308e-06,0.0008240019803987872,0.08154164212678473,0.08245429698605372,,,,,,0.0008222439003648796,,,0.00015616438356164385,0.0002465753424657534,,9.04109589041096e-05
371,0,1860,0.13396664260109087,224.8737223814294,,0.11927027415867224,0.00017413953457130177,1.7975151009657913e-05,0.0008402190513745376,0.11927027415867224,0.12025964168917436,0.013532861377345216,0.013532861377345216,0.013532861377345216,,,0.0008222439003648796,,,0.00015616438356164385,0.00032328801369887686,,0.000167123630137233
372,0,1861,0.08103449211921143,138.54250544739466,,0.062439230183149536,1.6217070975750384e-05,1.6217070975750384e-05,1.6217070975750384e-05,0.062439230183149536,0.06252142230643745,0.018496852741798218,0.018496852741798218,0.018496852741798218,,,,,,,8.219212328791792e-05,,8.219212328791792e-05
373,0,503,2.1292664651559643,4020.95019044092,,0.02735066951999743,1.6979987674966084,4.260311304643526e-05,4.260311304643526e-05,0.02735066951999743,0.02735066951999743,0.04307310659429525,0.04307310659429525,0.36795161683798877,0.3248785102436935,0.3248785102436935,,,0.035965411301369876,1.697956164383562,1.7339215756849318,0.035965411301369876,
374,0,504,2.1017774606755237,748.8837241360171,,0.046695461896868524,1.697956164383562,,,0.046695461896868524,0.046695461896868524,0.032247324151399887,0.032247324151399887,0.35712583439509343,0.3248785102436935,0.3248785102436935,,,,1.697956164383562,1.697956164383562,,
375,0,119,0.14985408813295356,163.29082863240248,,0.0956503600749227,0.05323096898264117,0.05307480459907953,0.05395715271556513,0.0956503600749227,0.09660482950248067,,,,,,0.0008640584686538626,1.8289647831735885e-05,1.8289647831735885e-05,0.00015616438356164385,0.0002465753424657534,,9.04109589041096e-05
376,0,208,0.01922020420547339,31.202360856787195,,0.00868365857013936,,,,0.00868365857013936,0.00868365857013936,0.0028147439678712595,0.0028147439678712595,0.01053654563533403,0.007721801667462771,0.007721801667462771,,,,,,,
377,0,120,0.1711606357175793,222.3365598344292,,0.1295534259661572,0.0406344506760324,0.04047828629247076,0.041360634408956355,0.1295534259661572,0.13050789539371518,,,,,,0.0008640584686538626,1.8289647831735885e-05,1.8289647831735885e-05,0.00015616438356164385,0.0002465753424657534,,9.04109589041096e-05
378,0,207,0.016062368465487063,7.1299684176353875,,0.003465850158878291,0.012596518306608772,0.012596518306608772,0.012596518306608772,0.003465850158878291,0.003465850158878291,,,,,,,,,,,,
379,0,217,0.17122084344889982,247.037532383581,,0.04329621241108979,0.03161847906605333,0.03161847906605333,0.12771882955758487,0.04329621241108979,0.13934928588841478,,,0.00020580148022514977,0.00020580148022514977,0.00020580148022514977,0.09605307347732497,4.7277014206562584e-05,4.7277014206562584e-05,,,,
380,0,258,0.1449647851891028,193.7751378046083,,0.10415541356774449,0.0406344506760324,0.04047828629247076,0.040562796278892616,0.10415541356774449,0.10426476785103216,,,,,,1.894332438355445e-05,6.556666203829847e-05,6.556666203829847e-05,0.00015616438356164385,0.0002465753424657534,,9.04109589041096e-05
381,0,814,0.19741669397737632,275.59895441340205,,0.06869422480950252,0.03161847906605333,0.03161847906605333,0.12851666768764863,0.06869422480950252,0.16559241343109785,,,0.00020580148022514977,0.00020580148022514977,0.00020580148022514977,0.09689818862159529,,,,,,
382,0,121,0.023959411876197177,40.44212276760925,,0.017091789303380442,0.00015616438356164385,,,0.017091789303380442,0.017091789303380442,0.006711458189255087,0.006711458189255087,0.006711458189255087,,,,,,0.00015616438356164385,0.00015616438356164385,,
383,0,570,0.023959411876197177,40.44212276760925,,0.017091789303380442,0.00015616438356164385,,,0.017091789303380442,0.017091789303380442,0.006711458189255087,0.006711458189255087,0.006711458189255087,,,,,,0.00015616438356164385,0.00015616438356164385,,
385,0,122,0.0050419781469246685,8.928715804663545,,0.0050419781469246685,,,,0.0050419781469246685,0.0050419781469246685,,,,,,,,,,,,
386,0,1156,0.0050419781469246685,8.928715804663545,,0.0050419781469246685,,,,0.0050419781469246685,0.0050419781469246685,,,,,,,,,,,,
387,0,1157,0.023959411876197177,40.44212276760925,,0.017091789303380442,0.00015616438356164385,,,0.017091789303380442,0.017091789303380442,0.006711458189255087,0.006711458189255087,0.006711458189255087,,,,,,0.00015616438356164385,0.00015616438356164385,,
389,0,1159,0.002818543910227309,4.233129463203905,,,,,,,,0.002818543910227309,0.002818543910227309,0.002818543910227309,,,,,,,,,
390,0,1011,2.3751553136519936,4485.698591024956,,0.10210844113473543,1.7995561643835618,,0.0042139603045691434,0.10210844113473543,0.10521902807718846,0.08771508272265824,0.08771508272265824,0.4319760618702228,0.3442609791475646,0.3442609791475646,0.0030283948191651014,0.0011855654854040425,0.038404059321020506,1.7995561643835618,1.836856850342466,0.03721849383561646,8.219212328791792e-05
391,0,1779,2.3067895707935526,4250.703608512338,,0.03064386161002993,1.7995561643835618,,0.002402373003567499,0.03064386161002993,0.031942861251481304,0.09387858922417094,0.09387858922417094,0.43813956837173557,0.3442609791475646,0.3442609791475646,0.0012168075181634565,0.0011855654854040425,0.03715097678677392,1.7995561643835618,1.8356037678082195,0.035965411301369876,8.219212328791792e-05
392,0,124,2.334865063075819,4172.571913124918,,0.028396722734809067,1.80913698630137,,,0.028396722734809067,0.028478914858096983,0.117022771467418,0.117022771467418,0.4612837506149826,0.3442609791475646,0.3442609791475646,,,0.035965411301369876,1.80913698630137,1.8451845897260277,0.035965411301369876,8.219212328791792e-05
393,0,125,2.3458685028911592,4192.057635617551,,0.039400162550149526,1.80913698630137,,,0.039400162550149526,0.03948235467343744,0.117022771467418,0.117022771467418,0.4612837506149826,0.3442609791475646,0.3442609791475646,,,0.035965411301369876,1.80913698630137,1.8451845897260277,0.035965411301369876,8.219212328791792e-05
394,0,262,0.011003439815340453,19.48572249263307,,0.011003439815340453,,,,0.011003439815340453,0.011003439815340453,,,,,,,,,,,,
396,0,2039,2.334865063075819,4172.571913124918,,0.028396722734809067,1.80913698630137,,,0.028396722734809067,0.028478914858096983,0.117022771467418,0.117022771467418,0.4612837506149826,0.3442609791475646,0.3442609791475646,,,0.035965411301369876,1.80913698630137,1.8451845897260277,0.035965411301369876,8.219212328791792e-05
397,0,127,2.3458685028911592,4192.057635617551,,0.039400162550149526,1.80913698630137,,,0.039400162550149526,0.03948235467343744,0.117022771467418,0.117022771467418,0.4612837506149826,0.3442609791475646,0.3442609791475646,,,0.035965411301369876,1.80913698630137,1.8451845897260277,0.035965411301369876,8.219212328791792e-05
399,0,126,2.348810534375744,4166.52102408975,,0.028457524462943733,1.8118050716475063,0.002668085346136188,0.011117551548114519,0.028457524462943733,0.03698918278820998,0.11978988949109344,0.11978988949109344,0.464050868638658,0.3442609791475646,0.3442609791475646,0.00844946620197833,,0.035965411301369876,1.80913698630137,1.8451845897260277,0.035965411301369876,8.219212328791792e-05
401,0,1706,2.3346288420197987,4155.937730873077,,0.02405406395119944,1.8099673091425437,0.0008303228411737272,0.0008303228411737272,0.02405406395119944,0.024136256074487356,0.11978988949109344,0.11978988949109344,0.4645598655013978,0.34476997601030435,0.34476997601030435,,,0.035965411301369876,1.80913698630137,1.8451845897260277,0.035965411301369876,8.219212328791792e-05
402,0,1778,2.352253611828978,4179.434744418339,,0.031124118502367747,1.8118050716475063,0.002668085346136188,0.011894034961925218,0.031124118502367747,0.040432260241444695,0.11978988949109344,0.11978988949109344,0.464050868638658,0.3442609791475646,0.3442609791475646,0.00922594961578903,,0.035965411301369876,1.80913698630137,1.8451845897260277,0.035965411301369876,8.219212328791792e-05
403,0,2100,0.002916732772287806,5.152601142615137,,0.002907543752531788,,,9.189019756018473e-06,0.002907543752531788,0.002916732772287806,,,,,,9.189019756018473e-06,,,,,,
404,0,129,2.340918518413462,4183.291829152125,,0.0344501780724524,1.80913698630137,,,0.0344501780724524,0.03453237019574032,0.117022771467418,0.117022771467418,0.4612837506149826,0.3442609791475646,0.3442609791475646,,,0.035965411301369876,1.80913698630137,1.8451845897260277,0.035965411301369876,8.219212328791792e-05
406,0,1333,0.00494998447769712,8.765806465426918,,0.00494998447769712,,,,0.00494998447769712,0.00494998447769712,,,,,,,,,,,,
407,0,128,2.343685636437138,4187.447722835979,,0.0344501780724524,1.80913698630137,,,0.0344501780724524,0.03453237019574032,0.11978988949109344,0.11978988949109344,0.464050868638658,0.3442609791475646,0.3442609791475646,,,0.035965411301369876,1.80913698630137,1.8451845897260277,0.035965411301369876,8.219212328791792e-05
409,0,2084,2.340650298523413,4182.072517150231,,0.03141484015872767,1.80913698630137,,,0.03141484015872767,0.031497032282015586,0.11978988949109344,0.11978988949109344,0.464050868638658,0.3442609791475646,0.3442609791475646,,,0.035965411301369876,1.80913698630137,1.8451845897260277,0.035965411301369876,8.219212328791792e-05
410,0,260,0.0027671180236754356,4.155893683855497,,,,,,,,0.0027671180236754356,0.0027671180236754356,0.0027671180236754356,,,,,,,,,
411,0,130,0.019398881766619115,34.353005343360806,,0.019398881766619115,,,,0.019398881766619115,0.019398881766619115,,,,,,,,,,,,
412,0,131,0.012460934010308351,21.134700902038382,,0.008995893240571777,,,,0.008995893240571777,0.008995893240571777,0.0034650407697365752,0.0034650407697365752,0.0034650407697365752,,,,,,,,,
413,0,1538,0.028522569168383846,50.50992025395681,,0.028522569168383846,,,,0.028522569168383846,0.028522569168383846,,,,,,,,,,,,
414,0,460,0.09043561678082217,160.15022225908248,,,,,,,0.09043561678082217,,,,,,,,,,0.09043561678082217,,0.09043561678082217
415,0,1095,1.275446509169782,1941.915398405623,,0.0795827327890554,0.2871438256966421,0.011704092477463898,0.057885037826530636,0.0795827327890554,0.3666931312203142,0.5094369809983428,0.5094369809983428,0.6216085245130993,0.11217154351475665,0.11217154351475665,0.046180945349066735,,1.0277397260420364e-06,0.2754397332191782,0.5163702140410964,1.0277397260420364e-06,0.24092945308219219
416,0,1096,1.1758529898930752,1761.5868302634574,,0.07596489291880154,0.2871438256966421,0.011704092477463898,0.057885037826530636,0.07596489291880154,0.27263967456923827,0.5038969183727126,0.5038969183727126,0.6160684618874691,0.11217154351475665,0.11217154351475665,0.046180945349066735,,1.0277397260420364e-06,0.2754397332191782,0.4259345972602742,1.0277397260420364e-06,0.15049383630137003
417,0,133,0.0028730097506640224,4.314930904385718,,,,,,,,0.0028730097506640224,0.0028730097506640224,0.0028730097506640224,,,,,,,,,
418,0,1636,0.026915176326387336,45.95855335091282,,0.020577125805986737,,,,0.020577125805986737,0.020577125805986737,0.006338050520400597,0.006338050520400597,0.006338050520400597,,,,,,,,,
419,0,132,0.15341640771808493,271.6813648077156,,0.01283968783361645,,,0.1405767198844685,0.01283968783361645,0.15341640771808493,,,,,,0.1405767198844685,,,,,,
420,0,1658,0.15855581758364962,280.7826200603391,,0.017979097699181136,,,0.1405767198844685,0.017979097699181136,0.15855581758364962,,,,,,0.1405767198844685,,,,,,
421,0,1659,0.008012419616228707,13.416186157009236,,0.0051394098655646835,,,,0.0051394098655646835,0.0051394098655646835,0.0028730097506640224,0.0028730097506640224,0.0028730097506640224,,,,,,,,,
422,0,134,0.08875554582290676,134.16010107598277,,0.05314605690802961,1.8496575342491467e-05,,0.018533654915545667,0.05314605690802961,0.07671738545371254,0.011999457971933934,0.011999457971933934,0.011999457971933934,,,0.018533654915545667,,2.0205821917822858e-05,1.8496575342491467e-05,0.00507637602739759,2.0205821917822858e-05,0.005037673630137276
423,0,1211,0.06552973371878183,93.57499044884152,,0.04773157237635103,1.5756506849338348e-05,,0.017673842164348426,0.04773157237635103,0.06549377139001467,,,,,,0.017673842164348426,,2.0205821917822858e-05,1.5756506849338348e-05,0.00012431917808238232,2.0205821917822858e-05,8.835684931522112e-05
424,0,135,0.09693882471754388,148.65177779869362,,0.06132941493222211,1.8496575342491467e-05,,0.018533575785990294,0.06132941493222211,0.08490066434834968,0.011999457971933934,0.011999457971933934,0.011999457971933934,,,0.018533575785990294,,2.0205821917822858e-05,1.8496575342491467e-05,0.00507637602739759,2.0205821917822858e-05,0.005037673630137276
425,0,800,0.026561785994453878,41.62962647321966,,0.02260143969977718,,,0.003959661020704185,0.02260143969977718,0.026561785994453878,,,,,,0.003959661020704185,,,,6.852739725086756e-07,,6.852739725086756e-07
426,0,801,0.07504350035677407,116.52810490173233,,0.046636258590523505,1.8496575342491467e-05,,0.014237022307346416,0.046636258590523505,0.06591026925403469,0.009094528705479095,0.009094528705479095,0.009094528705479095,,,0.014237022307346416,,2.0205821917822858e-05,1.8496575342491467e-05,0.005075690753425081,2.0205821917822858e-05,0.005036988356164767
427,0,776,0.0033111666184116578,2.6237542071724267,0.002784634672253059,0.002784634672253059,0.002784634672253059,,0.0005265319461585987,,0.0005265319461585987,,,,,,0.0005265319461585987,,,,,,
428,0,1171,0.018094686007022083,10.481288871220835,,0.004004686322865845,,,0.01118760371260543,0.004004686322865845,0.015192290035471276,0.002902395971550807,0.002902395971550807,0.002902395971550807,,,0.01118760371260543,,,,,,
429,0,137,0.22289329291585389,355.6462744156431,0.025940227969024836,0.11515617734562883,0.08595902798207745,0.0060242791226416586,0.03331201213192489,0.08921594937660399,0.11644018625001853,0.020255212734687646,0.020255212734687646,0.02043058254788911,0.00017536981320146773,0.00017536981320146773,0.02722423687341455,6.349613586866798e-05,6.349613586866798e-05,0.05399452089041096,0.05399452089041096,,
430,0,147,0.18560645571945528,323.577782390298,0.011211739021648334,0.08564527607696659,0.07171480818388128,0.006508548271821979,0.029615638987395426,0.07443353705531827,0.09747713163502304,0.01625488675172886,0.01625488675172886,0.016351019764682274,9.613301295341462e-05,9.613301295341462e-05,0.02304359457970478,6.349613586866798e-05,6.349613586866798e-05,0.05399452089041096,0.05399452089041096,,
431,0,227,0.02815995034254513,20.528683789671355,0.010333223102901027,0.020810059801866843,0.010333223102901027,,0.0033495645577195036,0.010476836698965816,0.01382640125668532,0.004000325982958785,0.004000325982958785,0.004000325982958785,,,0.0033495645577195036,,,,,,
432,0,140,0.21028337820865928,337.7664685787671,0.025940227969024836,0.10254626263843425,0.08595902798207745,0.0060242791226416586,0.03331201213192489,0.0766060346694094,0.10383027154282394,0.020255212734687646,0.020255212734687646,0.02043058254788911,0.00017536981320146773,0.00017536981320146773,0.02722423687341455,6.349613586866798e-05,6.349613586866798e-05,0.05399452089041096,0.05399452089041096,,
433,0,1306,0.012609914707194584,17.879805836875992,,0.012609914707194584,,,,0.012609914707194584,0.012609914707194584,,,,,,,,,,,,
434,0,138,0.004070256315395389,7.143794219144183,,0.004009655100124885,6.060121527050382e-05,6.060121527050382e-05,6.060121527050382e-05,0.004009655100124885,0.004009655100124885,,,,,,,,,,,,
435,0,222,5.6604536672272205,1631.1867061794828,0.0029468170606165257,0.13939020359482088,4.837927526684564,1.5869557092814817,1.5967884655167035,0.13644338653420435,0.1462761427694262,0.030625337278129824,0.030625337278129824,0.6762499977732317,0.6456246604951018,0.6456246604951018,0.009832756235221826,,,3.2480250003424658,3.2480250003424658,,
436,0,2003,5.656383410911825,1624.0429119603386,0.0029468170606165257,0.135380548494696,4.837866925469293,1.5868951080662113,1.5967278643014329,0.13243373143407947,0.1422664876693013,0.030625337278129824,0.030625337278129824,0.6762499977732317,0.6456246604951018,0.6456246604951018,0.009832756235221826,,,3.2480250003424658,3.2480250003424658,,
437,0,139,0.21028337820865928,337.7664685787671,0.025940227969024836,0.10254626263843425,0.08595902798207745,0.0060242791226416586,0.03331201213192489,0.0766060346694094,0.10383027154282394,0.020255212734687646,0.020255212734687646,0.02043058254788911,0.00017536981320146773,0.00017536981320146773,0.02722423687341455,6.349613586866798e-05,6.349613586866798e-05,0.05399452089041096,0.05399452089041096,,
438,0,788,0.38943140799557546,555.6062915651398,0.04247580347772382,0.20641805007071126,0.11239528226156117,0.014823929468768857,0.04626449004071715,0.1639422465929875,0.19524205262969488,0.07895818213941164,0.07895818213941164,0.08165331856907851,0.002695136429666894,0.002695136429666894,0.03129980603670737,0.0001407545352409202,0.0001407545352409202,0.05509554931506849,0.05509554931506849,,
439,0,1123,0.18321828610231164,224.98361720551665,0.01653557550869898,0.10788144253240191,0.026496855494754216,0.008860251561397704,0.01301307912406277,0.09134586702370294,0.09542143618699576,0.05870296940472398,0.05870296940472398,0.0612227360211894,0.002519766616465426,0.002519766616465426,0.004075569163292816,7.725839937225223e-05,7.725839937225223e-05,0.001101028424657536,0.001101028424657536,,
441,0,141,0.2382211044162679,456.03370188244065,,0.1531988098435783,0.06079622185666945,0.006801700966258487,0.02498941856683894,0.1531988098435783,0.17132303130829013,0.006023415293319677,0.006023415293319677,0.0060383551154396895,1.4939822120012743e-05,1.4939822120012743e-05,0.018124221464711786,6.349613586866798e-05,6.349613586866798e-05,0.05399452089041096,0.05399452089041096,,
442,0,144,0.23989085422144407,460.4395833544101,,0.1607667619425934,0.06079622185666945,0.006801700966258487,0.025114631566319694,0.1607667619425934,0.17901619640678595,,,1.4939822120012743e-05,1.4939822120012743e-05,1.4939822120012743e-05,0.01824943446419254,6.349613586866798e-05,6.349613586866798e-05,0.05399452089041096,0.05399452089041096,,
443,0,1303,0.016141654494127453,27.62026029156424,,0.013067179567371277,,,0.00012521299948075427,0.013067179567371277,0.013192392566852031,0.002949261927275421,0.002949261927275421,0.002949261927275421,,,0.00012521299948075427,,,,,,
444,0,1152,0.07053699569101236,114.18931183188835,,0.06921480414977557,,,0.001322191541236794,0.06921480414977557,0.07053699569101236,,,,,,0.001322191541236794,,,,,,
445,0,1154,0.22537012731567896,434.3981590935969,,0.14148967191823497,0.06079622185666945,0.006801700966258487,0.02384757939159333,0.14148967191823497,0.15847205420770116,0.006023415293319677,0.006023415293319677,0.0060383551154396895,1.4939822120012743e-05,1.4939822120012743e-05,0.016982382289466177,6.349613586866798e-05,6.349613586866798e-05,0.05399452089041096,0.05399452089041096,,
447,0,142,0.16692332979099345,309.487673447142,0.006892919396118509,0.08155786675717985,0.06768914125278797,0.006801700966258487,0.027089933702890766,0.07466494736106134,0.09488968396182497,0.004266068618391864,0.004266068618391864,0.004281008440511877,1.4939822120012743e-05,1.4939822120012743e-05,0.020224736600763613,6.349613586866798e-05,6.349613586866798e-05,0.05399452089041096,0.05399452089041096,,
448,0,145,0.16692332979099345,309.487673447142,0.006892919396118509,0.08155786675717985,0.06768914125278797,0.006801700966258487,0.027089933702890766,0.07466494736106134,0.09488968396182497,0.004266068618391864,0.004266068618391864,0.004281008440511877,1.4939822120012743e-05,1.4939822120012743e-05,0.020224736600763613,6.349613586866798e-05,6.349613586866798e-05,0.05399452089041096,0.05399452089041096,,
450,0,143,0.17488064929945785,311.3258217531097,0.006892919396118509,0.08020614245593147,0.06768914125278797,0.006801700966258487,0.02910612814287287,0.07331322305981297,0.09555415410055869,0.011558917988122565,0.011558917988122565,0.011573857810242578,1.4939822120012743e-05,1.4939822120012743e-05,0.022240931040745714,6.349613586866798e-05,6.349613586866798e-05,0.05399452089041096,0.05399452089041096,,
452,0,146,0.1963505083478985,338.81316950392335,0.011211739021648334,0.09557270578348867,0.07171480818388128,0.006508548271821979,0.03043226190931655,0.08436096676184034,0.10822118426346625,0.01625488675172886,0.01625488675172886,0.016351019764682274,9.613301295341462e-05,9.613301295341462e-05,0.023860217501625907,6.349613586866798e-05,6.349613586866798e-05,0.05399452089041096,0.05399452089041096,,
454,0,2077,0.29675367552533805,536.4930596165796,,0.21330533081762607,0.06079622185666945,0.006801700966258487,0.029438198721208477,0.21330533081762607,0.2358790177106799,,,1.4939822120012743e-05,1.4939822120012743e-05,1.4939822120012743e-05,0.02257300161908132,6.349613586866798e-05,6.349613586866798e-05,0.05399452089041096,0.05399520616438347,,6.852739725086756e-07
455,0,2078,0.05584837186223807,84.92660432281328,,0.04932306032467985,,,0.0028277890101300997,0.04932306032467985,0.05215153460878246,0.0036968372534556104,0.0036968372534556104,0.0036968372534556104,,,0.0028277890101300997,,,,6.852739725086756e-07,,6.852739725086756e-07
456,0,462,0.24802063207566905,422.941788998479,,0.14934039291022336,,,0.09868023916544567,0.14934039291022336,0.24802063207566905,,,,,,0.09868023916544567,,,,,,
457,0,225,0.010744052628443208,15.235387113625308,,0.009927429706522082,,,0.0008166229219211258,0.009927429706522082,0.010744052628443208,,,,,,0.0008166229219211258,,,,,,
458,0,148,0.02354610685992672,29.76992685219541,,0.01378180862648826,,,0.0034229544296626186,0.01378180862648826,0.01720476305615088,0.006341343803775841,0.006341343803775841,0.006341343803775841,,,0.0034229544296626186,,,,,,
459,0,2079,0.023604911339157545,29.79362401360256,,0.01378180862648826,,,0.0034817589088934407,0.01378180862648826,0.0172635675353817,0.006341343803775841,0.006341343803775841,0.006341343803775841,,,0.0034817589088934407,,,,,,
460,0,2136,5.88044792308218e-05,0.023697161407150967,,,,,5.88044792308218e-05,,5.88044792308218e-05,,,,,,5.88044792308218e-05,,,,,,
461,0,149,0.02003606449086624,28.355442077335475,,0.00973229576517654,,,0.003962424921913859,0.00973229576517654,0.013694720687090399,0.006341343803775841,0.006341343803775841,0.006341343803775841,,,0.003962424921913859,,,,,,
463,0,150,0.014853630142922371,20.53923609402984,,0.005544997717577768,,,0.0029672886215687615,0.005544997717577768,0.00851228633914653,0.006341343803775841,0.006341343803775841,0.006341343803775841,,,0.0029672886215687615,,,,,,
464,0,1525,0.0009781399793432845,0.3941730506327824,,,,,0.0009781399793432845,,0.0009781399793432845,,,,,,0.0009781399793432845,,,,,,
